3102,9755,13602,1512,12965,12884,12952	2
3102,14637,2694,5723,634,6135,13267	2
2344,7074,1860,2197,13550,12670,5574,12637	6
8001,2215,7827,13953,5223,13718	6
13739,2344,7074,3557,2197,11908,13774,4657	6
2548,7790,401,9668,12965,9742,11341,2915,4244,6889,14588,6656	9
10210,6351,10095,12400,401,2344,7074,11087	6
6947,7264,6840,6314,401,6035,12400,13267	2
8987,10620,10436,6889,2344,7074,10048	6
6947,7264,6840,12461,10600,3601,6514,9946,9769,12400,2979,10600,2663,10179	8
6947,6889,7566,11786,9447,401,1577,7181,12400,10179,12377	8
6947,6889,7566,8942,13162,10600,14502,12377,12315,7708	8
2548,6047,401,4208,9853,14149,5712,13911,8756,2386,5976,4496	4
2548,6047,4096,2068,6889,7097,10817,12142,4500,12400,2344,7074,5462	6
6947,6889,1981,5750,7464,10162,12400,2344,7074	6
1322,1512,2344,7074,6889,14511,9603,11688,1927,5827,6351,1927,9081,11124,4000	6
2548,6047,2663,4788,8698,6889,13834,401,2154,9924,5826	6
11487,6047,13260,9375,9853,8103,9021,9318,11908,13267	2
1860,2344,7074,7247,6889,3992,3601,6514	6
12801,13023,870,7464,2344,7074,1860,13524	6
6947,7264,6840,14286,401,12884,3916,12952,2276,6898,5103,2304,9284,401,3025,6765,10600,12377	8
13267,11127,12455,280,14525	2
3102,13267,7883,7252,1151,1512,2154,9924,14065	2
9496,11908,13267,7397,8464,2186,4390	2
6895,12901,7614,552,2197	2
47,6895,4657	2
6947,6889,9012,5650,62,12278	2
6947,2304,6840,9359,2663,7858,13516,10265,6563,9254,3569,12400,13083,10087	8
5515,3918,2663,593,927,11908,13267	2
6947,7264,8353,13317,11908,8286,7743,12400,7999,12901	2
9085,18,13516,9755,9760	2
721,5462,14214,8315	6
2344,7074,7464,2272,1432,13477,11964,7264,6840,10101,14147,14588,7187,13516,4482,13477	6
12435,4370,11127,11908,9755,6275,2745	2
12670,4166,10600,12674,10569	3
6947,7264,6840,12261,9755,13267,8960,9451,10600,14496	2
6947,7264,6840,7718,2663,7762,21,12318,1512,14242,10600,14567,1033	1
10115,10027,1512,12035,3256,4131	3
6947,7264,8353,2867,1974,6889,4262	3
3671,12400,11570	2
2344,7074,10279,9230,513	6
8998,2,12953,2915,6179,927,12400,13326,2794,10309,12227	8
14140,14074,6889,3112,8011,927,9030,1546,6889,3127	3
8914,12920,11032,6479,7609,11908,10179,12377,4919,4310,6351,8887	8
8439,13092,12496	8
12965,151,8569,8699,11964,6889,13349,3584,9519	6
3909,13940,12400,3742,11133,8070,8738,5462,1288,14502,2904,4496,7999	6
2344,7074,5462,1696,11540,6824	6
2566,6047,12993,329,5124,7121,12945,3569	6
14363,11802,13516,13267,6035,11127,5928	2
14567,2548,9895,5679,927,11196,6840,10309	1
12691,2386,248,4754,11913	4
5051,2344,7074,8353,2529,14420,401,5389,13516,14557,2444,6351,1235,6889,5670,3311,2548,4487,8353,5165,7374,5103,10760,6981,329	6
815,2344,7074,7432,11051,2663,12965,2610	6
2170,6618,11051,10179,3641,5510	8
1729,6366,4390,6889,14502,5250,6449	2
14567,8738,256,11125,8727,2915,13679,6889,7097,13420,6351,10729,14502,14567,10179,5127	1
10633,10989,401,2410,13911,2304,12100,401,13267,6449,4594,5489,11719,7179,1114	2
10633,5103,9142,6889,7698,13267,10600,401,8318,2345,9853,364	2
13267,11114,6244,1512,10179,7293,9016,8151	2
5051,14547,7264,6840,12047,6889,8352,14502,7109,7607,9608,11900,7511,2915,10965,5103	8
12596,7080,4657,6708,7464,6551,7609,11908,10499,7464,737,5717	2
8629,4079,12400,2344,7074,6047,5103,14658,5103	6
4408,183,7607,2663,7772,3601	5
1407,8353,14588,14453,12901,11249,9016,1512,7999,4887	2
