3840,675,191,222,9127,3308,3389	3
3840,8827,530,2444,12566,13543,2043	3
7975,11482,13562,790,924,1830,14452,1512	7
9191,14469,4617,8062,4552,8436	7
1000,7975,11482,2315,790,6388,202,7007	7
7468,6107,10750,3878,3868,7975,11482,542	7
7124,9672,4618,6356,3868,7654,3878,2043	3
3437,4990,2442,12197,7975,11482,13359	7
7124,9672,4618,4957,3586,8561,13661,6998,2295,3878,14727,3586,9006,1771	9
7124,12197,9865,7912,5537,3868,10173,12065,3878,1771,3338	9
7124,12197,9865,1215,9183,3586,4920,3338,12858,9168	9
4958,4827,3868,5007,5416,12697,3352,10688,5892,14251,13858,7551	5
4958,4827,946,9788,12197,696,13224,14573,8811,3878,7975,11482,13577	7
7124,12197,161,6192,11792,11259,3878,7975,11482	7
12673,222,7975,11482,12197,14199,11115,10805,8049,5096,6107,8049,4601,5706,11204	7
4958,4827,9006,6020,7226,12197,874,3868,4496,1964,12885	7
174,4827,12367,11873,5416,1164,6321,7832,6388,2043	3
13562,7975,11482,11715,12197,5302,8561,13661	7
714,3188,12424,11792,7975,11482,13562,11694	7
7124,9672,4618,11247,3868,3308,10203,3389,435,6179,11614,5559,14176,3868,9441,9579,3586,3338	9
2043,476,5122,4158,745	3
3840,2043,2041,71,4690,222,4496,1964,817	3
4921,6388,2043,11118,5642,5201,14710	3
3116,13207,5809,13602,790	3
834,3116,7007	3
7124,12197,8606,9534,4004,12707	3
7124,5559,4618,358,9006,335,1730,2697,6585,1840,12513,3878,8683,12239	9
7562,2073,9006,13687,13375,6388,2043	3
7124,9672,340,1194,6388,12806,1112,3878,3023,13207	3
10096,10966,1730,675,10259	3
139,13577,6938,12975	7
7975,11482,11792,2692,5495,11446,13504,9672,4618,6507,8421,2964,4396,1730,11942,11446	7
12420,11276,476,6388,675,2542,6763	3
1830,7876,3586,12333,7885	4
7124,9672,4618,5957,675,2043,2457,4093,3586,4274	3
7124,9672,4618,3524,9006,8117,809,2224,222,12554,3586,168,601	2
6031,11891,222,11710,4986,8751	4
7124,9672,340,10933,13386,12197,1449	4
1423,3878,4514	3
7975,11482,3903,3226,13902	7
6366,7268,11565,11404,5187,13375,3878,10425,12209,14246,10411	9
1229,13451,12197,10448,14083,13375,9477,4305,12197,3658	4
1286,12961,12738,10993,1835,6388,1771,3338,8617,1113,6107,10158	9
13912,1136,7329	9
9127,5950,3141,1559,13504,12197,3497,8893,7697	7
7143,2525,3878,6233,8549,11676,14621,13577,11162,4920,3421,7551,3023	7
7975,11482,13577,7873,2693,12719	7
9273,4827,2835,11793,2083,13668,11242,12513	7
8763,12418,1730,2043,7654,476,987	3
168,4958,4903,1990,13375,7978,4618,14246	2
9535,14251,9809,10585,14036	5
2593,7975,11482,340,7099,13961,3868,5657,1730,2074,6124,6107,10216,12197,7909,12008,4958,8120,340,5448,3062,11614,10403,10522,11793	7
7388,7975,11482,468,11700,9006,9127,2898	7
7231,11440,11700,1771,4824,4345	9
4033,11886,14710,12197,4920,2613,8650	3
168,14621,1591,4019,6202,11404,4966,12197,696,8332,6107,3799,4920,168,1771,5113	2
8196,614,3868,7591,10688,5559,7023,3868,2043,8650,2684,9991,591,1387,4556	3
8196,11614,4343,12197,2636,2043,3586,3868,13047,13100,5416,14044	3
2043,11656,7961,222,1771,10753,12368,602	3
2593,5807,9672,4618,10524,12197,6269,4920,8842,9108,10141,9287,13391,11404,6177,11614	9
10604,1318,7007,8509,11792,11784,1835,6388,5271,11792,7804,879	3
1906,8753,3878,7975,11482,4827,11614,1182,11614	7
9772,10559,9108,9006,9094,8561	6
3884,340,2964,4631,13207,1878,12368,222,3023,2479	3
8196,11614,7757,12197,1002,9094,6407,3878,9006,3217,1045,9168	7
10961,3868,696,2058,8062,3868,7711,13500,3878,5807	8
7975,11482,12583,7340,2747,2899,5425,8394	7
3884,340,4785,2534,3820,2190,222,8416,7975,11482	7
11496,3878,7975,11482,13577,222,10252,6388,3724	7
3840,7226,12197,874,8210,3878,3868,2635,13579,2571	3
675,13863,11774	3
8196,11614,7757,12197,316,7975,11482,13577,8062,14246,11327,222,6167	7
3415,2043,3441,1730,9534,3586,5900	3
2337,7324,10308,3116,1730,139,5514,4773	7
10436,12197,9848	3
12718,4618,11247,5573,13577,12197,2611,7353,9006,7473,10707	7
4958,7975,11482,8606,344,9672,340,2964	7
7975,11482,14575,4550	7
7975,11482,14573,1112,3887	7
14655,11246,515	4
7124,9672,340,11247,13101,12197,11984,14573,14083,7885,3878,3868,9934,6388,5495,11694	7
12583,8972,10117,14356,6585,3878,2625	7
879,9934,8210,6020,5378	7
4403,12431,7285,2136,12197,11769	7
7124,9672,4618,6356,3868,576,8417,11710,9836,12197,2964,4548,4310,3868,5416,1164	4
4958,14631,13863,695,12367,1504,2964	2
1229,13451,10985,12197,10933,13224,7484,2848,222,14083,7711,10885	4
3840,7226,12197,504,5134,168,9429,14621,9689,7534,1840,3868,696	2
1444,10403,10522,5442,11793,3878,3650,3878,6170	7
4958,10805,9006,6020,7226,12197,5997,3868,10590,10796,1891,13726,14246,7975,11482,13577	7
11231,12197,13280,13356,8650,12197,2615,9579	3
5496,13413,2754,7975,11482,946,3598,11122	7
7124,12197,2384,1115,8492,9495,11127,3586,4824,4345	9
14290,4727,9865,9522,222,5681,1215,11716,3878,7975,11482	7
1318,7007,3878,7975,11482,13479,144	7
13912,14251,7551,3023,8143,13014,7410,3586,10250,11667,14044	5
10349,1771	9
7124,9672,4618,3524,9006,14251,5717,3707,10688,8730,12197,3868,8898,4887	5
25,222,4920,168,9430	2
3840,7226,12197,3493,8416,13496,1840,3868,9239,12199,9686	7
9354,222,8143,675,3878,3868,9127,10408	3
4510,1730,11158,6388,14083,8561	9
1933,509,13602,14710,3586,10250,4143,1771	4
10143,3586,12450,168,14704	2
7124,9672,4618,4527,12036,9006,7975,11482,4602,2693	7
11028,112,936,1730,13263,3878,14251	5
7124,12197,5550,3868,13375,3878,8617,13356,11792,6107,13233	3
1668,6231,222,1771	9
7124,12197,6507,7395,1730,10116,7062,9108,10707,10018	7
13955,10079,1213,4190,1964,2479,3878,3868,10349,845,8143,3586,3868,9240	9
1444,9672,11942,8524,14196,1333,2611,8909,12197,9006,12083,13902,8561	7
4958,4827,9006,12326,12439,4631,13207,10449,440,6107,476,9941,6292,11118,675	3
4958,4827,9006,6020,7226,12197,7410,11792,3043,4920,14251,12885	5
13692,11389,7975,11482,2636,9709	7
1295,9934,13375,10885,3878,7975,11482,2290	7
509,9087	4
8727,9006,542,14394,12197,11771,9006,13375,3878,9006,2730,3878,10148,1253,11715	7
7124,9672,4618,8386,9006,3333,9934,12806,7975,11482,3986,6388,14627,3507	7
7124,9672,4618,9540,13224,8613,6388,3868,3011,8268,3878,10109	1
7975,11482,4571,1188,5935	7
13955,1653,1730,6990,675,13571,13900,13375,222,3868,11459,9686	3
8196,614,3868,7226,12197,9672,14277,11242,5647,3878,139	7
4814,1730,12996,13375,5425	7
7124,12197,6269,14603,7551,9108,8192,12830	7
2124,3868,8500,10707,10872,4158,13211	7
560,2497,11118,222,2334,3878,5807	8
174,4827,9006,6020,7226,12197,13280,8210,13571	3
3840,7226,12197,12575,3868,1097,6388,3868,8403,3878,11792,8403,4396,3878,9006,3353	9
3559,12197,676,10976	2
1000,3868,8035,1758,2417,6388,9006,139,12996	7
7975,11482,8509,1267,11792,7340,12678,9246,4019,13961,12178	7
675,10838,5604,11404,614,5448,1274	3
1875,468,3878,602	8
10109,4714,1835	1
7124,9672,4618,13987,2542,13375,9108,3868,9096,3878,2043	3
7124,5559,4618,3524,9006,9096,8242,1730,9006,13375,10688,13239,6948,11792,9598,6838,12197,2043	3
4958,5340,9827,13172,3884,8631,3415	7
7975,11482,8806,542,11118,12139,8806	7
14251,9540,2995,6351,6998,3646,10468	5
7124,9672,4618,6507,9006,14071,7712,9108,3868,4190,13375,3878,9681	7
675,1656,12589,11792,11506,1937	3
3840,7218,12197,4744,5340,3559,7143,7975,11482	7
7554,5959,11792,3245,1112	7
7124,5559,4618,8909,7975,11482,13577,12197,3868,3482,10885,222,11694	7
7124,9672,4618,5957,13059,3958,1045,11793,3878,1852,1164,370,11614,10564,8693,7712	9
3884,340,5406,9723,3878,3868,7654,6107,3878,9006,9649	3
8083,2043	3
11013,9963,10976,6388,13356,3878,11115	3
4958,5448,9006,5077,12197,14246,14634	9
9570,11144,14070,222,168	2
2829,12195,11792,168,386	2
168,14710,2497,10266,6231	2
8196,614,2534,7226,12197,807,3868,13375,3878,8210	3
219,8368,370,3868,6255,7631,3878,139	7
4958,10805,3868,5007,7226,12197,10480,3868,5807,1891,13726,12197,4920,11502,12885	9
8196,11614,7757,12197,9083,11694,123,14626,222,6514,11715,12197,6514,13577,5466,12889	7
12580,3353,6407,4552,3586,3868,1771	9
5216,3878,168,418,2044	2
3840,7226,12197,9356,3490,3878,168,491,10280,8332	2
4958,4827,3868,5007,12005,9515,14246,7975,11482,13577,2479,5970	7
12583,5340,11821,222,3338,5807	8
13296,2305	6
12718,340,622,11242,1112,11404,3403,12197,8210	3
7975,11482,11440,12197,8611,6762	7
8196,11614,7757,12197,2289,3338,3878,3868,4986,3587	9
7975,11482,11715,13577,7124,12197,4855,14046,6605,6981,3586,13687,8561	7
5409,7218,12197,2074,7975,11482,8753,1024	7
7975,11482,11715,13577,7124,5559,340,9579,9497,13224,10780,12197,2964,9006,13687,10785,14138	7
7124,5448,8619,330,3878,675	3
2110,509,12197,622,622,5627,7144,3586,9006,12426	4
6225,980,1034,3878,14251,2151,14627,4609	5
7748,340,12618,3482,10367,6388,13343	9
4990,8806,12625,3878,7975,11482	7
4734,8501,1112,6388,14225	9
509,3379,1112,10688,8040,4019,13961,2892	4
1204,3586,3868,7975,11482,790,6388,5495,4593	7
7124,9672,4618,7210,2479,14246,2043,4911,9108,8683,5340	3
8416,1374,14621,12197,168,9429,14621,9808	2
7124,5559,4618,5957,11115,13375,1045,4019,5330,13356,4004	3
4958,695,9006,9403,9672,3878,9006,7975,11482,11319,10707,7712	7
12544,14358	2
6970,9006,7975,11482,2290	7
7124,12197,2964,11660,1840,9006,476,1177,7591,222,192	9
4470,10896,7876,3878,509	4
1444,4827,7975,11482,11715,6179,11276	7
6233,11204,8549,5559,11614,13961,1387	5
168,11440,12197,3420,9322	2
9922,8965,12795,3586,5086,12197,9689	2
7124,14030,4827,484,9108,14184,3707,3878,168,3948,5999	2
25,222,5902,3868,7975,11482,12972,3878	7
3840,7226,12197,9336,509,5526,1112	4
9141,168,4631,7957,8704,11792,5691	2
7124,9672,4618,6507,9006,1475,3861,8512,4631,12197,11272,9006,156,1201,4054,3116	7
7124,9672,4618,8608,11793,3586,4631,2542,2542,11792,4631,12582,10993	3
1964,1669,3586,3868,1771,9354	9
11115,2165,790,6998,9765	3
7124,12197,3524,9006,980,3707,1730,9006,14600,7423,12349	7
7124,9672,340,5957,4920,14466,10688,12283,509	4
7124,9672,340,11389,9006,676,12830,11792,13375,9540,222,3868,205,9096	3
7124,9672,4618,9497,9742,12475,8561,3105,3878,7975,10372,10967,13577	7
8196,11614,7757,12197,3135,14492,7484,10688,8949,3878,11720,3868,3011,8078,12197,3658,3587	9
1875,2295,11884,3878,12450,13356,5921	3
10096,10377,3878,7975,11482,542	7
7975,11482,3437,3878,4019,12066,8975	7
1508,1229,9334,12795,2901,11792,2812,5981	4
11381,3868,9758,7424,6031,3878,3868,5807,1164	9
9354,11792,349,222,6094,6388,8416,7975,11482,9796,11792,10707	7
11774,222,2867,3707,3236,7551	2
7124,9672,340,10517,3868,13375,3878,2043	3
12718,7975,11482,1946,4971,3878,9006,7353,5526	7
1122,4004,3878,4920,2043,8650	3
8196,614,3868,5007,5894,5113,222,1771,4824,4345	9
12431,715,3426,1730,3868,5717,8168,11614,2251,7551,12795,3878,7975,11482,11715,5815,8753	7
7124,2057,340,1165,1477,1730,6233,11204,11775,12197,3868,7639,2784	2
7124,12197,6507,9006,10455,1730,4396,4689,9518	9
8196,614,2534,5007,9548,6152	2
14621,1439,5354,7591,222,168	2
4958,4827,9006,9788,9654,222,8879,12197,9689	7
7124,12197,1002,7975,11482,13824,6911,746	7
7777,3868,7430,735	2
2725,14710,10413,1730,1164,3586,3868,1771	9
3840,2043,11774	3
10666,6388,168,11023,14710,11710,4795	2
3559,12197,6356,2737,14377,12972,3878,222,8035,696	9
