11454,1146,10500,5456,7377,13043,3953,1152,1146,7377	10
7157,101,2636,12317,4549,17760,16823,7949	13
1237,6449,15120,3252,7150,7433,11722,13199,7150,3343,15348,7433,4313,4663,5776	16
13524,5722,10838,8960,15619,16381,16753	10
3884,8904,5845,1549,5931,2242,380,11262,2242,4244	16
6623,3354,4340,6626,14655,8036,13836,15869,598,13861,1113,17989,5552,368	5
4268,8761,313,12554,453,17122,12697,13397	3
2798,14287,11095,16381,15530	18
2522,5726,15692,1374,313,2242	9
3580,15007,12580,10184,9552,17151,17443,1374,16062,14554,11023	6
8356,16969,17251,13178,1324,8101,16297,6791,2452,16350,6583,7882,14084,14084,8363,3398,14968,3558,15023,14122,8,16381,12697,1324,8101,8,16381,1336,16350,6583,9727,16476,12699,96,13565,12666,12801,9934,6583,96,13565,5141,7362,4655,9946,96,12666,12801,17328,8356,1152,17979,16476,12699	9
1237,6449,15120,3788,10174,14678,13833,16381,16753,2152,17512	10
2054,201,8169,16071,9709,16209,11644,1146,1007,5004,1350,6722,8305,2054,2054,15116,10387,17122,5726,5108,3872,4961,1531,17453,12309,4458,6145,11139,7595,13081,17251,4812,4176,12954,14621,313	5
6142,10780,14678,17553,7756,11107,8523,1374,17328,15372,2242,14678,17328,2242,8991	17
17135,5108,14389,9552,8523,8169	5
1237,8523,2059,16933,50,16381,14678,7688,4998	11
3972,2152,3574	15
494,1215,18250,10795,18250,18193,18250,10795	4
1237,8523,3678,5931,13622,5464,16381,6456,5456,3196	13
11683,14678,4549,6027,15469,4433,2694,13199,14678,10519,11954	13
7053,7150,4736,1721,16381,8331,5650,7633,7150,3199,2242,2951,4736	15
10644,6465,11338,8845	17
5819,3112,8981,2323,3884,12103	17
6142,5819,10138,17553,14678,1795,6817,10138,101,7207,13199,7150,14333,8523,2382,6784	17
1237,8228,9854,17746,6529,5650,15372,1152,3351,16381,14678,5819,2394	17
16454,15866,14944,11318,712,15093,17374,13081,9583,712,17374,14502,3650,13016,17251,7150,887,7150,7667,11024,6068,4971,1174,10138,8502,2448,313,8502,2448,4887,13873,8186,11540,7919,14577,6493,10643,8523,13199,6966,846,8729,7207,16381,8377,4887,5970,15070	9
14365,17806,395,3451	13
6142,7207,6702,8523,10129,12072,7916,12693,1887,6350,12072,12436	15
10568,6597,13702,12692,17746,8523,11016,2242,16682,11545,6930	14
17729,2378,16381,5797,8186,138	15
1237,8523,6234,10933,330,15882,16381,14678,7440,14122	13
